Country,CountryName,TotalCase,NewCase,TotalDeath,NewDeath,TotalRecoverd,Active,Serious,TotalTests,Population,Date,AverageDate
U,USA,15183018,183358,288935,1089,8857106,6036977,26448,207460341,331849210,12/5/20,12/15/20
I,India,9676801,32272,140590,374,9138171,398040,8944,146986575,1385900954,12/5/20,12/15/20
B,Brazil,6603540,26363,176962,321,5776182,650396,8318,25700000,213217698,12/5/20,12/15/20
R,Russia,2460770,29039,43141,457,1937738,479891,2300,79323100,145961882,12/5/20,12/15/20
F,France,2292497,11022,55381,287,169586,2067530,3220,21041852,65336705,12/5/20,12/15/20
I,Italy,1728837,18846,60078,564,913494,755265,3454,23125664,60422807,12/5/20,12/15/20
U,UK,1723242,17272,61245,231,0,0,1274,44812139,68041627,12/5/20,12/15/20
S,Spain,1709445,4517,46514,131,0,0,2371,22992742,46762714,12/5/20,12/15/20
A,Argentina,1463110,3278,39770,138,1294692,128648,3735,4101188,45376124,12/5/20,12/15/20
C,Colombia,1371103,8854,37808,175,1257410,75885,2376,6737972,51118418,12/5/20,12/15/20
G,Germany,1184845,14750,19159,184,846400,319286,4108,29141172,83901058,12/5/20,12/15/20
M,Mexico,1168395,11625,109456,593,859463,199476,3363,3005228,129521116,12/5/20,12/15/20
P,Poland,1063447,9174,20089,228,706720,336638,1900,6456364,37828425,12/5/20,12/15/20
I,Iran,1040547,11561,50310,294,730798,259439,5809,6387019,84458906,12/5/20,12/15/20
P,Peru,973912,1224,36274,43,907654,29984,987,5167466,33170715,12/5/20,12/15/20
T,Turkey,828295,30402,14900,195,431253,382142,5805,19691845,84733150,12/5/20,12/15/20
S,South Africa,814565,4116,22206,139,744780,47579,546,5592663,59632845,12/5/20,12/15/20
U,Ukraine,813306,11590,13588,167,418581,381137,177,4702234,43618024,12/5/20,12/15/20
B,Belgium,589942,2503,17254,112,39185,533503,753,6082316,11611651,12/5/20,12/15/20
I,Indonesia,575796,6089,17740,151,474771,83285,0,6032542,274779789,12/5/20,12/15/20
I,Iraq,564200,1680,12432,21,493567,58201,235,3671654,40610089,12/5/20,12/15/20
C,Chile,560382,1714,15628,36,534789,9965,658,5537774,19187597,12/5/20,12/15/20
N,Netherlands,557224,6779,9687,25,0,0,495,5077285,17151460,12/5/20,12/15/20
C,Czechia,546833,1116,8902,72,478094,59837,576,3190257,10717676,12/5/20,12/15/20
R,Romania,513576,5231,12320,134,405612,95644,1289,4255481,19181131,12/5/20,12/15/20
B,Bangladesh,477545,1666,6838,31,395960,74747,0,2863169,165402381,12/5/20,12/15/20
P,Philippines,439825,1759,8554,29,408622,22649,1401,5979315,110212920,12/5/20,12/15/20
P,Pakistan,416499,3308,8361,58,355012,53126,2436,5754986,222739662,12/5/20,12/15/20
C,Canada,415182,6261,12665,76,329138,73379,530,11977563,37886111,12/5/20,12/15/20
M,Morocco,379657,2919,6245,61,331301,42111,940,4074451,37100346,12/5/20,12/15/20
S,Saudi Arabia,358713,187,5965,11,348879,3869,600,9863493,35048249,12/5/20,12/15/20
I,Israel,344906,1080,2917,8,329368,12621,336,5605071,9197590,12/5/20,12/15/20
S,Switzerland,344497,0,5349,25,260600,78548,465,2836245,8682191,12/5/20,12/15/20
P,Portugal,322474,3834,4963,87,243055,74456,514,4722013,10183645,12/5/20,12/15/20
A,Austria,303430,2741,3840,83,252765,46825,632,3247511,9028814,12/5/20,12/15/20
S,Sweden,294413,1800,7172,16,0,0,249,3457247,10126722,12/5/20,12/15/20
H,Hungary,250278,6697,5868,162,71682,172728,656,1941724,9649576,12/5/20,12/15/20
N,Nepal,240981,1096,1594,17,225805,13582,0,1784519,29362830,12/5/20,12/15/20
J,Jordan,240089,2576,3056,46,187444,49589,401,2684520,10247152,12/5/20,12/15/20
S,Serbia,219652,5809,1949,58,31536,186167,278,1899946,8721893,12/5/20,12/15/20
E,Ecuador,197998,607,13778,22,174188,10032,356,672259,17758911,12/5/20,12/15/20
P,Panama,177719,1812,3193,20,152890,21636,161,980089,4344125,12/5/20,12/15/20
U,UAE,176429,1153,592,3,159132,16705,0,17415725,9942229,12/5/20,12/15/20
G,Georgia,162475,4321,1504,42,133511,27460,0,1586536,3985805,12/5/20,12/15/20
B,Bulgaria,161421,577,4797,68,62246,94378,516,1016807,6925376,12/5/20,12/15/20
J,Japan,160098,2424,2315,32,135277,22506,519,3740146,126306315,12/5/20,12/15/20
C,Croatia,150353,2899,2174,72,124439,23740,264,810885,4094114,12/5/20,12/15/20
D,Dominican Republic,148453,798,2345,0,116873,29235,187,753133,10895179,12/5/20,12/15/20
B,Belarus,147157,1878,1207,9,124774,21176,0,3430515,9447960,12/5/20,12/15/20
A,Azerbaijan,146679,4356,1632,39,88497,56550,0,1837001,10178925,12/5/20,12/15/20
C,Costa Rica,145845,954,1810,17,100920,43115,212,404440,5114347,12/5/20,12/15/20
B,Bolivia,145492,167,8992,5,124596,11904,71,368251,11741980,12/5/20,12/15/20
K,Kuwait,144369,205,891,2,140035,3443,83,1141794,4297894,12/5/20,12/15/20
A,Armenia,141937,978,2326,17,116796,22815,0,528876,2965667,12/5/20,12/15/20
Q,Qatar,139908,125,239,0,137276,2393,33,1136425,2807805,12/5/20,12/15/20
L,Lebanon,137112,1236,1099,9,90229,45784,374,1697089,6811998,12/5/20,12/15/20
K,Kazakhstan,136271,773,2034,0,120178,14059,221,4206738,18874127,12/5/20,12/15/20
G,Guatemala,125550,198,4250,11,114315,6985,5,556522,18058431,12/5/20,12/15/20
O,Oman,124886,557,1444,9,116354,7088,88,571472,5162232,12/5/20,12/15/20
E,Egypt,118432,418,6771,21,103501,8160,46,1000000,103166152,12/5/20,12/15/20
S,Slovakia,116731,1269,996,15,82666,33069,247,1135111,5460801,12/5/20,12/15/20
M,Moldova,116365,808,2419,16,101244,12702,281,482229,4029845,12/5/20,12/15/20
G,Greece,115471,903,3003,101,9989,102479,600,2479161,10400647,12/5/20,12/15/20
E,Ethiopia,113295,555,1747,2,80831,30717,317,1669754,116183626,12/5/20,12/15/20
H,Honduras,110723,763,2945,4,49311,58467,121,271223,9972684,12/5/20,12/15/20
V,Venezuela,104442,265,919,3,99494,4029,117,2325906,28400540,12/5/20,12/15/20
T,Tunisia,104002,1011,3561,35,76441,24000,298,485097,11872334,12/5/20,12/15/20
M,Myanmar,99155,1108,2110,29,77636,19409,0,1288365,54568769,12/5/20,12/15/20
P,Palestine,98038,1940,828,16,72773,24437,69,728444,5152299,12/5/20,12/15/20
B,Bosnia and Herzegovina,94507,739,2952,30,58625,32930,0,438057,3271828,12/5/20,12/15/20
D,Denmark,90603,1745,885,7,70876,18842,42,7897759,5801116,12/5/20,12/15/20
K,Kenya,88380,396,1526,8,68929,17925,76,927082,54280128,12/5/20,12/15/20
A,Algeria,88252,750,2516,15,57146,28590,46,0,44192535,12/5/20,12/15/20
B,Bahrain,87930,198,341,0,86030,1559,10,2119355,1726659,12/5/20,12/15/20
P,Paraguay,87920,707,1853,20,61948,24119,139,473438,7170530,12/5/20,12/15/20
C,China,86619,18,4634,0,81706,279,6,160000000,1439323776,12/5/20,12/15/20
L,Libya,86580,1051,1231,12,56702,28647,0,458079,6911759,12/5/20,12/15/20
S,Slovenia,85805,1030,1744,44,63580,20481,197,555886,2079063,12/5/20,12/15/20
K,Kyrgyzstan,74973,199,1295,5,66993,6685,133,519585,6570685,12/5/20,12/15/20
L,Lithuania,74650,2220,626,15,30390,43634,132,1327648,2705453,12/5/20,12/15/20
I,Ireland,74246,298,2099,0,23364,48783,28,2010334,4961728,12/5/20,12/15/20
U,Uzbekistan,73904,153,611,0,71173,2120,177,1377915,33679104,12/5/20,12/15/20
M,Malaysia,72694,1335,382,2,61273,11039,126,2787102,32545730,12/5/20,12/15/20
N,Nigeria,69255,318,1180,0,64774,3301,10,803621,208328514,12/5/20,12/15/20
N,North Macedonia,67968,657,1924,23,43646,22398,138,348795,2083337,12/5/20,12/15/20
S,Singapore,58260,5,29,0,58160,71,0,4658858,5870374,12/5/20,12/15/20
G,Ghana,52274,178,325,0,51063,886,20,606736,31351900,12/5/20,12/15/20
A,Afghanistan,47901,260,1875,10,37782,8244,93,158811,39304797,12/5/20,12/15/20
A,Albania,42988,840,905,16,21617,20466,27,199609,2876418,12/5/20,12/15/20
E,El Salvador,40131,201,1159,6,36525,2447,65,564906,6500489,12/5/20,12/15/20
N,Norway,38323,250,354,0,27414,10555,37,2350736,5439698,12/5/20,12/15/20
M,Montenegro,38246,367,533,3,26999,10714,68,143533,628101,12/5/20,12/15/20
L,Luxembourg,38215,531,353,3,28029,9833,40,1418680,630378,12/5/20,12/15/20
S,S. Korea,37546,631,545,5,29128,7873,125,3194867,51288512,12/5/20,12/15/20
A,Australia,27965,9,908,0,25639,1418,0,10184257,25628261,12/5/20,12/15/20
S,Sri Lanka,27877,649,140,3,20460,7277,0,903280,21452465,12/5/20,12/15/20
F,Finland,27631,413,415,0,18100,9116,21,2049857,5544488,12/5/20,12/15/20
C,Cameroon,24752,0,443,0,23344,965,52,149000,26828933,12/5/20,12/15/20
U,Uganda,22499,311,206,0,9175,13118,0,641893,46355657,12/5/20,12/15/20
I,Ivory Coast,21485,44,132,0,21109,244,0,225399,26658131,12/5/20,12/15/20
L,Latvia,21313,526,262,9,1866,19185,46,672603,1876975,12/5/20,12/15/20
S,Sudan,19468,272,1295,5,11021,7152,0,0,44288515,12/5/20,12/15/20
Z,Zambia,17916,18,364,0,17173,379,0,440644,18603824,12/5/20,12/15/20
M,Madagascar,17513,0,255,0,16927,331,16,95472,27995726,12/5/20,12/15/20
S,Senegal,16477,80,338,1,15776,363,8,236713,16932671,12/5/20,12/15/20
M,Mozambique,16244,111,133,0,14416,1695,0,238362,31629384,12/5/20,12/15/20
A,Angola,15591,55,354,0,8338,6899,14,171247,33301496,12/5/20,12/15/20
F,French Polynesia,15107,0,79,0,4842,10186,25,26355,281616,12/5/20,12/15/20
N,Namibia,15078,128,152,0,13939,987,5,164815,2560749,12/5/20,12/15/20
E,Estonia,14978,479,131,5,8959,5888,17,511618,1326926,12/5/20,12/15/20
D,DRC,13527,114,344,2,11947,1236,0,0,90721362,12/5/20,12/15/20
G,Guinea,13246,13,77,1,12415,754,24,79810,13285054,12/5/20,12/15/20
M,Maldives,13198,39,47,0,12321,830,12,251156,544652,12/5/20,12/15/20
C,Cyprus,12451,270,61,4,2057,10333,15,639047,1211188,12/5/20,12/15/20
T,Tajikistan,12428,39,87,0,11833,508,0,0,9629636,12/5/20,12/15/20
B,Botswana,11531,0,34,0,8978,2519,1,438332,2372062,12/5/20,12/15/20
F,French Guiana,11407,0,71,0,9995,1341,1,85265,301995,12/5/20,12/15/20
J,Jamaica,11120,57,265,4,6998,3857,7,119099,2966811,12/5/20,12/15/20
C,Cabo Verde,11063,27,109,0,10596,358,23,105672,558609,12/5/20,12/15/20
Z,Zimbabwe,10718,101,291,0,8880,1547,0,186397,14956546,12/5/20,12/15/20
M,Malta,10520,97,151,2,8396,1973,18,445394,442057,12/5/20,12/15/20
M,Mauritania,9516,157,188,4,7849,1479,30,106996,4701941,12/5/20,12/15/20
H,Haiti,9370,0,233,0,8146,991,0,34734,11462809,12/5/20,12/15/20
G,Gabon,9254,0,60,0,9106,88,6,311091,2248261,12/5/20,12/15/20
C,Cuba,8782,68,136,0,7963,683,8,1176522,11323584,12/5/20,12/15/20
G,Guadeloupe,8427,0,149,0,2242,6036,7,77192,400154,12/5/20,12/15/20
S,Syria,8403,83,447,5,3943,4013,0,0,17682886,12/5/20,12/15/20
R,Réunion,8200,0,41,0,7729,430,17,48859,898096,12/5/20,12/15/20
B,Belize,7769,168,173,1,3849,3747,4,43194,400741,12/5/20,12/15/20
B,Bahamas,7570,0,163,0,5995,1412,0,44502,394877,12/5/20,12/15/20
U,Uruguay,7303,338,82,1,5062,2159,26,468182,3478992,12/5/20,12/15/20
A,Andorra,7050,45,78,0,6238,734,20,168635,77319,12/5/20,12/15/20
H,Hong Kong,6898,95,112,0,5567,1219,31,4382709,7523456,12/5/20,12/15/20
T,Trinidad and Tobago,6767,16,122,0,5937,708,38,37482,1401469,12/5/20,12/15/20
E,Eswatini,6501,6,122,0,6090,289,11,63144,1165382,12/5/20,12/15/20
R,Rwanda,6129,45,51,0,5696,382,0,644631,13089773,12/5/20,12/15/20
M,Malawi,6051,2,185,0,5476,390,4,76148,19341512,12/5/20,12/15/20
N,Nicaragua,5838,0,161,0,4225,1452,0,0,6658743,12/5/20,12/15/20
C,Congo,5774,0,94,0,4988,692,0,0,5576287,12/5/20,12/15/20
D,Djibouti,5701,9,61,0,5593,47,0,93540,994217,12/5/20,12/15/20
G,Guyana,5665,28,153,2,4759,753,4,32011,788209,12/5/20,12/15/20
M,Martinique,5520,0,41,0,98,5381,9,65748,375137,12/5/20,12/15/20
I,Iceland,5482,6,27,0,5269,186,2,398627,342208,12/5/20,12/15/20
S,Suriname,5324,0,117,0,5210,-3,2,22195,588918,12/5/20,12/15/20
M,Mayotte,5181,0,49,0,2964,2168,4,25231,275637,12/5/20,12/15/20
E,Equatorial Guinea,5159,0,85,0,5023,51,0,70998,1422572,12/5/20,12/15/20
M,Mali,5135,73,164,1,3369,1602,0,108259,20499722,12/5/20,12/15/20
A,Aruba,4965,8,45,0,4788,132,4,52719,106964,12/5/20,12/15/20
C,CAR,4922,0,63,0,1924,2935,2,32711,4866005,12/5/20,12/15/20
S,Somalia,4525,0,121,0,3480,924,0,0,16082598,12/5/20,12/15/20
T,Thailand,4086,14,60,0,3853,173,1,977854,69876590,12/5/20,12/15/20
G,Gambia,3770,0,123,0,3615,32,2,26072,2445659,12/5/20,12/15/20
B,Burkina Faso,3212,56,68,0,2711,433,0,0,21148195,12/5/20,12/15/20
S,South Sudan,3181,15,62,0,2977,142,1,62494,11250662,12/5/20,12/15/20
C,Curaçao,3136,125,7,0,1337,1792,15,25522,164386,12/5/20,12/15/20
T,Togo,3095,10,65,0,2653,377,0,154616,8361963,12/5/20,12/15/20
B,Benin,3055,0,44,0,2907,104,0,345560,12259052,12/5/20,12/15/20
G,Guinea-Bissau,2441,0,44,0,2327,70,5,31569,1987952,12/5/20,12/15/20
S,Sierra Leone,2426,6,74,0,1846,506,0,0,8046788,12/5/20,12/15/20
Y,Yemen,2337,33,639,6,1549,149,4,17157,30108167,12/5/20,12/15/20
L,Lesotho,2150,0,44,0,1278,828,0,26557,2149642,12/5/20,12/15/20
N,New Zealand,2078,0,25,0,1997,56,0,1309992,5002100,12/5/20,12/15/20
N,Niger,1856,67,77,0,1237,542,9,47907,24577706,12/5/20,12/15/20
S,San Marino,1789,0,48,0,1412,329,8,19028,33962,12/5/20,12/15/20
C,Chad,1725,3,102,0,1564,59,0,0,16627008,12/5/20,12/15/20
L,Liberia,1676,0,83,0,1358,235,2,35957,5108675,12/5/20,12/15/20
C,Channel Islands,1645,96,48,0,1088,509,10,199491,174560,12/5/20,12/15/20
L,Liechtenstein,1396,18,17,0,1183,196,16,15235,38176,12/5/20,12/15/20
V,Vietnam,1366,1,35,0,1220,111,0,1339465,97719499,12/5/20,12/15/20
S,Sint Maarten,1139,19,26,0,1017,96,6,7893,43087,12/5/20,12/15/20
G,Gibraltar,1053,5,5,0,990,58,1,96075,33687,12/5/20,12/15/20
S,Sao Tome and Principe,999,0,17,0,937,45,0,7498,220913,12/5/20,12/15/20
M,Mongolia,849,7,0,0,384,465,2,270528,3301100,12/5/20,12/15/20
T,Turks and Caicos,756,0,6,0,740,10,1,9247,38944,12/5/20,12/15/20
S,Saint Martin,717,0,12,0,641,64,7,7149,38951,12/5/20,12/15/20
T,Taiwan,716,23,7,0,574,135,0,112558,23835642,12/5/20,12/15/20
D,Diamond Princess,712,0,13,0,699,0,0,0,0,12/5/20,12/15/20
B,Burundi,694,0,1,0,575,118,0,62215,12041747,12/5/20,12/15/20
P,Papua New Guinea,671,0,7,0,597,67,0,32221,9020053,12/5/20,12/15/20
M,Monaco,638,1,3,0,574,61,4,51953,39363,12/5/20,12/15/20
E,Eritrea,632,0,0,0,508,124,0,21655,3567674,12/5/20,12/15/20
C,Comoros,616,0,7,0,600,9,0,0,877565,12/5/20,12/15/20
F,Faeroe Islands,510,4,0,0,501,9,0,171175,48944,12/5/20,12/15/20
T,Tanzania,509,0,21,0,183,305,7,0,60460460,12/5/20,12/15/20
M,Mauritius,508,0,10,0,465,33,0,289552,1272692,12/5/20,12/15/20
B,Bhutan,426,2,0,0,387,39,0,208728,775297,12/5/20,12/15/20
I,Isle of Man,370,0,25,0,344,1,0,18834,85229,12/5/20,12/15/20
C,Cambodia,346,1,0,0,306,40,0,240491,16819153,12/5/20,12/15/20
B,Bermuda,288,0,9,0,216,63,1,111870,62177,12/5/20,12/15/20
C,Cayman Islands,288,0,2,0,257,29,1,53727,66057,12/5/20,12/15/20
B,Barbados,285,0,7,0,260,18,1,49307,287529,12/5/20,12/15/20
S,Saint Lucia,265,0,2,0,158,105,0,16641,183993,12/5/20,12/15/20
S,Seychelles,184,0,0,0,168,16,0,5200,98612,12/5/20,12/15/20
C,Caribbean Netherlands,164,0,3,0,158,3,0,3681,26329,12/5/20,12/15/20
B,Brunei,151,0,3,0,147,1,0,77829,439300,12/5/20,12/15/20
S,St. Barth,147,0,1,0,105,41,0,4767,9890,12/5/20,12/15/20
A,Antigua and Barbuda,144,0,4,0,133,7,1,4756,98282,12/5/20,12/15/20
S,St. Vincent Grenadines,87,0,0,0,80,7,0,10423,111094,12/5/20,12/15/20
D,Dominica,85,0,0,0,72,13,0,5655,72064,12/5/20,12/15/20
B,British Virgin Islands,72,0,1,0,71,0,0,6431,30319,12/5/20,12/15/20
M,Macao,46,0,0,0,46,0,0,4238,653168,12/5/20,12/15/20
F,Fiji,44,0,2,0,33,9,0,16703,899275,12/5/20,12/15/20
G,Grenada,41,0,0,0,39,2,0,6252,112751,12/5/20,12/15/20
L,Laos,39,0,0,0,26,13,0,80962,7321245,12/5/20,12/15/20
N,New Caledonia,35,0,0,0,32,3,0,17928,286691,12/5/20,12/15/20
T,Timor-Leste,31,0,0,0,30,1,0,14932,1329264,12/5/20,12/15/20
V,Vatican City,27,0,0,0,15,12,0,0,802,12/5/20,12/15/20
S,Saint Kitts and Nevis,25,0,0,0,20,5,0,4313,53363,12/5/20,12/15/20
G,Greenland,18,0,0,0,18,0,0,13021,56813,12/5/20,12/15/20
F,Falkland Islands,17,0,0,0,15,2,0,4454,3523,12/5/20,12/15/20
S,Solomon Islands,17,0,0,0,5,12,0,4500,694102,12/5/20,12/15/20
S,Saint Pierre Miquelon,16,0,0,0,14,2,0,2882,5782,12/5/20,12/15/20
M,Montserrat,13,0,1,0,12,0,0,577,4993,12/5/20,12/15/20
W,Western Sahara,10,0,1,0,8,1,0,0,603632,12/5/20,12/15/20
M,MS Zaandam,9,0,2,0,7,0,0,0,0,12/5/20,12/15/20
A,Anguilla,7,0,0,0,3,4,0,2651,15061,12/5/20,12/15/20
M,Marshall Islands,4,0,0,0,4,0,0,0,59364,12/5/20,12/15/20
W,Wallis and Futuna,3,0,0,0,1,2,0,1149,11152,12/5/20,12/15/20
S,Samoa,2,0,0,0,2,0,0,0,198989,12/5/20,12/15/20
V,Vanuatu,1,0,0,0,1,0,0,0,310224,12/5/20,12/15/20
U,USA,17888359,254686,"320,845 ",2794,10394286,7173228,28011,230816169,331912730,12/15/20,12/15/20
I,India,10004825,26991,"145,171 ",342,9549923,309731,8944,158918646,1386345438,12/15/20,12/15/20
B,Brazil,7163912,52385,"185,687 ",811,6198185,780040,8318,25700000,213267162,12/15/20,12/15/20
R,Russia,2791220,28552,"49,762 ",611,2228633,512825,2300,84904111,145963926,12/15/20,12/15/20
F,France,2442990,15674,"60,229 ",374,182656,2200105,2773,30011276,65341427,12/15/20,12/15/20
T,Turkey,1982090,26410,"17,610 ",246,1753552,210928,5707,22107503,84762888,12/15/20,12/15/20
U,UK,1977167,28507,"66,541 ",489,0,0,1340,49579548,68053296,12/15/20,12/15/20
I,Italy,1921775,17989,"67,894 ",674,1226086,627795,2819,24815520,60419904,12/15/20,12/15/20
S,Spain,1817448,11815,"48,926 ",149,0,0,1920,24918644,46763305,12/15/20,12/15/20
A,Argentina,1531374,7002,"41,672 ",138,1356755,132947,3434,4437322,45389708,12/15/20,12/15/20
C,Colombia,1482072,13277,"40,019 ",232,1354021,88032,2578,7386031,51136189,12/15/20,12/15/20
G,Germany,1469991,31553,"26,003 ",838,1069500,374488,4899,31974158,83909818,12/15/20,12/15/20
M,Mexico,1289298,11799,"116,487 ",718,953762,219049,3890,3301436,129565502,12/15/20,12/15/20
P,Poland,1182843,10992,"24,771 ",426,915576,242496,1725,6839477,37827071,12/15/20,12/15/20
I,Iran,1145651,7121,"53,273 ",178,865474,226904,5627,6944462,84494153,12/15/20,12/15/20
P,Peru,993760,2242,"36,969 ",68,928219,28572,1096,5345801,33185778,12/15/20,12/15/20
U,Ukraine,944381,12630,"16,256 ",260,561222,366903,177,5209462,43609455,12/15/20,12/15/20
S,South Africa,901538,8725,"24,285 ",274,783818,93435,546,6051986,59657360,12/15/20,12/15/20
N,Netherlands,664456,11931,"10,405 ",84,0,0,536,5253381,17152700,12/15/20,12/15/20
I,Indonesia,650197,6689,"19,514 ",124,531995,98688,0,6674683,274874562,12/15/20,12/15/20
B,Belgium,618204,3146,"18,371 ",93,42402,557431,571,6487206,11613301,12/15/20,12/15/20
C,Czechia,610038,7614,"10,220 ",92,532679,67139,596,3466936,10718326,12/15/20,12/15/20
R,Romania,582786,5340,"14,157 ",188,484948,83681,1270,4561726,19176946,12/15/20,12/15/20
I,Iraq,581811,1362,"12,670 ",20,517091,52050,198,4081241,40639754,12/15/20,12/15/20
C,Chile,581135,2403,"16,051 ",44,552289,12795,668,5965157,19192971,12/15/20,12/15/20
B,Bangladesh,498293,1318,"7,217 ",25,433614,57462,0,3050064,165456135,12/15/20,12/15/20
C,Canada,495346,6708,"14,040 ",124,405611,75695,676,12948837,37896948,12/15/20,12/15/20
P,Philippines,456553,2113,"8,875 ",25,420650,27028,708,6405964,110260744,12/15/20,12/15/20
P,Pakistan,451494,2972,"9,164 ",84,399852,42478,2505,6216060,222880521,12/15/20,12/15/20
M,Morocco,412393,2647,"6,854 ",50,372725,32814,1097,4269859,37114686,12/15/20,12/15/20
S,Switzerland,403989,4478,"6,561 ",74,311500,85928,434,3256315,8684263,12/15/20,12/15/20
I,Israel,370152,2177,"3,057 ",7,344372,22723,429,6978287,"9,197,590 ",12/15/20,12/15/20
S,Sweden,367120,0,"7,993 ",20,0,0,275,3989420,10128783,12/15/20,12/15/20
P,Portugal,366952,4336,"5,977 ",75,290690,70285,484,5186675,10182675,12/15/20,12/15/20
S,Saudi Arabia,360690,174,"6,101 ",10,351573,3016,436,10490805,35066037,12/15/20,12/15/20
A,Austria,334913,2085,"5,127 ",145,297424,32362,495,3534486,9030496,12/15/20,12/15/20
H,Hungary,295977,4428,"7,725 ",187,89814,198438,564,2456600,9648775,12/15/20,12/15/20
S,Serbia,292640,4910,"2,580 ",51,31536,258524,349,2118129,8720744,12/15/20,12/15/20
J,Jordan,271514,1708,"3,518 ",22,236550,31446,332,2933001,10250470,12/15/20,12/15/20
N,Nepal,252474,782,"1,765 ",16,241392,9317,0,1861430,29380034,12/15/20,12/15/20
P,Panama,206310,3015,"3,504 ",23,170170,32636,183,1132499,4346353,12/15/20,12/15/20
E,Ecuador,205003,754,"13,942 ",10,177951,13110,359,705625,17767700,12/15/20,12/15/20
G,Georgia,204003,2635,"2,002 ",49,171526,30475,0,1797437,3985555,12/15/20,12/15/20
A,Azerbaijan,195422,3962,"2,133 ",45,131252,62037,0,2031308,10181918,12/15/20,12/15/20
U,UAE,191150,1284,630 ,1,167306,23214,0,19101672,9946146,12/15/20,12/15/20
C,Croatia,190235,3272,"3,023 ",68,165915,21297,294,931358,4093288,12/15/20,12/15/20
J,Japan,190138,3035,"2,783 ",44,160786,26569,609,4274633,126293676,12/15/20,12/15/20
B,Bulgaria,190027,1739,"6,496 ",157,96622,86909,536,1096621,6923671,12/15/20,12/15/20
B,Belarus,169648,1917,"1,308 ",9,147316,21024,0,3718238,9447859,12/15/20,12/15/20
D,Dominican Republic,157929,624,"2,376 ",1,122406,33147,254,811130,10898743,12/15/20,12/15/20
C,Costa Rica,157472,1084,"1,996 ",16,125488,29988,254,453805,5115871,12/15/20,12/15/20
L,Lebanon,154944,1895,"1,259 ",11,106712,46973,409,1820011,6811000,12/15/20,12/15/20
A,Armenia,152253,861,"2,596 ",15,131213,18444,0,561013,2965848,12/15/20,12/15/20
B,Bolivia,148665,451,"9,031 ",2,127155,12479,71,384411,11747201,12/15/20,12/15/20
K,Kuwait,147531,339,916 ,3,143355,3260,51,1209391,4299965,12/15/20,12/15/20
S,Slovakia,146124,3991,"1,440 ",62,104560,40124,311,1279523,5460887,12/15/20,12/15/20
